sample_index,image_path,true_label,predicted_label,confidence,error_type
22,data/chest_xray/test/NORMAL/IM-0030-0001.jpeg,NORMAL,PNEUMONIA,0.7466795444488525,false_positive
23,data/chest_xray/test/NORMAL/IM-0031-0001.jpeg,NORMAL,PNEUMONIA,0.7703314423561096,false_positive
24,data/chest_xray/test/NORMAL/IM-0033-0001-0001.jpeg,NORMAL,PNEUMONIA,0.8329313397407532,false_positive
25,data/chest_xray/test/NORMAL/IM-0033-0001-0002.jpeg,NORMAL,PNEUMONIA,0.5282074809074402,false_positive
26,data/chest_xray/test/NORMAL/IM-0033-0001.jpeg,NORMAL,PNEUMONIA,0.9989399313926697,false_positive
28,data/chest_xray/test/NORMAL/IM-0036-0001.jpeg,NORMAL,PNEUMONIA,0.9966468214988708,false_positive
29,data/chest_xray/test/NORMAL/IM-0037-0001.jpeg,NORMAL,PNEUMONIA,0.9994514584541321,false_positive
30,data/chest_xray/test/NORMAL/IM-0039-0001.jpeg,NORMAL,PNEUMONIA,0.8654406666755676,false_positive
31,data/chest_xray/test/NORMAL/IM-0041-0001.jpeg,NORMAL,PNEUMONIA,0.9968728423118591,false_positive
32,data/chest_xray/test/NORMAL/IM-0043-0001.jpeg,NORMAL,PNEUMONIA,0.9980734586715698,false_positive
33,data/chest_xray/test/NORMAL/IM-0045-0001.jpeg,NORMAL,PNEUMONIA,0.9597818851470947,false_positive
34,data/chest_xray/test/NORMAL/IM-0046-0001.jpeg,NORMAL,PNEUMONIA,0.9981769323348999,false_positive
39,data/chest_xray/test/NORMAL/IM-0063-0001.jpeg,NORMAL,PNEUMONIA,0.8381410241127014,false_positive
40,data/chest_xray/test/NORMAL/IM-0065-0001.jpeg,NORMAL,PNEUMONIA,0.9944673776626587,false_positive
41,data/chest_xray/test/NORMAL/IM-0067-0001.jpeg,NORMAL,PNEUMONIA,0.6652899980545044,false_positive
44,data/chest_xray/test/NORMAL/IM-0071-0001.jpeg,NORMAL,PNEUMONIA,0.9999282360076904,false_positive
45,data/chest_xray/test/NORMAL/IM-0073-0001.jpeg,NORMAL,PNEUMONIA,0.9965576529502869,false_positive
46,data/chest_xray/test/NORMAL/IM-0075-0001.jpeg,NORMAL,PNEUMONIA,0.9991581439971924,false_positive
47,data/chest_xray/test/NORMAL/IM-0077-0001.jpeg,NORMAL,PNEUMONIA,0.9997391104698181,false_positive
48,data/chest_xray/test/NORMAL/IM-0079-0001.jpeg,NORMAL,PNEUMONIA,0.7353679537773132,false_positive
52,data/chest_xray/test/NORMAL/IM-0085-0001.jpeg,NORMAL,PNEUMONIA,0.999790608882904,false_positive
54,data/chest_xray/test/NORMAL/IM-0087-0001.jpeg,NORMAL,PNEUMONIA,0.9912686347961426,false_positive
56,data/chest_xray/test/NORMAL/IM-0091-0001.jpeg,NORMAL,PNEUMONIA,0.9999278783798218,false_positive
57,data/chest_xray/test/NORMAL/IM-0093-0001.jpeg,NORMAL,PNEUMONIA,0.5282486081123352,false_positive
58,data/chest_xray/test/NORMAL/IM-0095-0001.jpeg,NORMAL,PNEUMONIA,0.7288416028022766,false_positive
59,data/chest_xray/test/NORMAL/IM-0097-0001.jpeg,NORMAL,PNEUMONIA,0.9994164705276489,false_positive
61,data/chest_xray/test/NORMAL/IM-0101-0001.jpeg,NORMAL,PNEUMONIA,0.9984391331672668,false_positive
62,data/chest_xray/test/NORMAL/IM-0102-0001.jpeg,NORMAL,PNEUMONIA,0.9958406090736389,false_positive
64,data/chest_xray/test/NORMAL/IM-0105-0001.jpeg,NORMAL,PNEUMONIA,0.8396810293197632,false_positive
66,data/chest_xray/test/NORMAL/IM-0109-0001.jpeg,NORMAL,PNEUMONIA,0.9519887566566467,false_positive
67,data/chest_xray/test/NORMAL/IM-0110-0001.jpeg,NORMAL,PNEUMONIA,0.9778793454170227,false_positive
68,data/chest_xray/test/NORMAL/IM-0111-0001.jpeg,NORMAL,PNEUMONIA,0.6854168772697449,false_positive
72,data/chest_xray/test/NORMAL/NORMAL2-IM-0019-0001.jpeg,NORMAL,PNEUMONIA,0.9234783053398132,false_positive
73,data/chest_xray/test/NORMAL/NORMAL2-IM-0023-0001.jpeg,NORMAL,PNEUMONIA,0.641437292098999,false_positive
75,data/chest_xray/test/NORMAL/NORMAL2-IM-0028-0001.jpeg,NORMAL,PNEUMONIA,0.7959897518157959,false_positive
80,data/chest_xray/test/NORMAL/NORMAL2-IM-0041-0001.jpeg,NORMAL,PNEUMONIA,0.6254339814186096,false_positive
83,data/chest_xray/test/NORMAL/NORMAL2-IM-0052-0001.jpeg,NORMAL,PNEUMONIA,0.9347767233848572,false_positive
85,data/chest_xray/test/NORMAL/NORMAL2-IM-0059-0001.jpeg,NORMAL,PNEUMONIA,0.9982686042785645,false_positive
88,data/chest_xray/test/NORMAL/NORMAL2-IM-0072-0001.jpeg,NORMAL,PNEUMONIA,0.992733359336853,false_positive
89,data/chest_xray/test/NORMAL/NORMAL2-IM-0073-0001.jpeg,NORMAL,PNEUMONIA,0.9887469410896301,false_positive
93,data/chest_xray/test/NORMAL/NORMAL2-IM-0092-0001.jpeg,NORMAL,PNEUMONIA,0.8175439238548279,false_positive
94,data/chest_xray/test/NORMAL/NORMAL2-IM-0095-0001.jpeg,NORMAL,PNEUMONIA,0.6555790305137634,false_positive
95,data/chest_xray/test/NORMAL/NORMAL2-IM-0096-0001.jpeg,NORMAL,PNEUMONIA,0.6479320526123047,false_positive
97,data/chest_xray/test/NORMAL/NORMAL2-IM-0102-0001.jpeg,NORMAL,PNEUMONIA,0.8368369340896606,false_positive
98,data/chest_xray/test/NORMAL/NORMAL2-IM-0105-0001.jpeg,NORMAL,PNEUMONIA,0.9911754131317139,false_positive
101,data/chest_xray/test/NORMAL/NORMAL2-IM-0111-0001.jpeg,NORMAL,PNEUMONIA,0.8957922458648682,false_positive
102,data/chest_xray/test/NORMAL/NORMAL2-IM-0112-0001.jpeg,NORMAL,PNEUMONIA,0.8091942667961121,false_positive
103,data/chest_xray/test/NORMAL/NORMAL2-IM-0117-0001.jpeg,NORMAL,PNEUMONIA,0.7804773449897766,false_positive
104,data/chest_xray/test/NORMAL/NORMAL2-IM-0120-0001.jpeg,NORMAL,PNEUMONIA,0.945258617401123,false_positive
109,data/chest_xray/test/NORMAL/NORMAL2-IM-0132-0001.jpeg,NORMAL,PNEUMONIA,0.995283305644989,false_positive
113,data/chest_xray/test/NORMAL/NORMAL2-IM-0145-0001.jpeg,NORMAL,PNEUMONIA,0.9931186437606812,false_positive
115,data/chest_xray/test/NORMAL/NORMAL2-IM-0150-0001.jpeg,NORMAL,PNEUMONIA,0.9574847221374512,false_positive
117,data/chest_xray/test/NORMAL/NORMAL2-IM-0173-0001-0001.jpeg,NORMAL,PNEUMONIA,0.9914501309394836,false_positive
118,data/chest_xray/test/NORMAL/NORMAL2-IM-0173-0001-0002.jpeg,NORMAL,PNEUMONIA,0.9914762377738953,false_positive
119,data/chest_xray/test/NORMAL/NORMAL2-IM-0195-0001.jpeg,NORMAL,PNEUMONIA,0.999985933303833,false_positive
120,data/chest_xray/test/NORMAL/NORMAL2-IM-0196-0001.jpeg,NORMAL,PNEUMONIA,0.9998891353607178,false_positive
121,data/chest_xray/test/NORMAL/NORMAL2-IM-0198-0001.jpeg,NORMAL,PNEUMONIA,0.9999998807907104,false_positive
122,data/chest_xray/test/NORMAL/NORMAL2-IM-0199-0001.jpeg,NORMAL,PNEUMONIA,0.999427080154419,false_positive
123,data/chest_xray/test/NORMAL/NORMAL2-IM-0201-0001.jpeg,NORMAL,PNEUMONIA,0.9999620914459229,false_positive
124,data/chest_xray/test/NORMAL/NORMAL2-IM-0206-0001.jpeg,NORMAL,PNEUMONIA,0.9999808073043823,false_positive
126,data/chest_xray/test/NORMAL/NORMAL2-IM-0210-0001.jpeg,NORMAL,PNEUMONIA,0.9999063014984131,false_positive
127,data/chest_xray/test/NORMAL/NORMAL2-IM-0213-0001.jpeg,NORMAL,PNEUMONIA,0.9995487332344055,false_positive
128,data/chest_xray/test/NORMAL/NORMAL2-IM-0217-0001.jpeg,NORMAL,PNEUMONIA,0.9644017219543457,false_positive
129,data/chest_xray/test/NORMAL/NORMAL2-IM-0219-0001.jpeg,NORMAL,PNEUMONIA,0.9996607303619385,false_positive
130,data/chest_xray/test/NORMAL/NORMAL2-IM-0221-0001.jpeg,NORMAL,PNEUMONIA,0.9999992847442627,false_positive
131,data/chest_xray/test/NORMAL/NORMAL2-IM-0222-0001.jpeg,NORMAL,PNEUMONIA,0.9976286292076111,false_positive
132,data/chest_xray/test/NORMAL/NORMAL2-IM-0229-0001.jpeg,NORMAL,PNEUMONIA,0.9997537732124329,false_positive
133,data/chest_xray/test/NORMAL/NORMAL2-IM-0232-0001.jpeg,NORMAL,PNEUMONIA,0.9999921321868896,false_positive
134,data/chest_xray/test/NORMAL/NORMAL2-IM-0233-0001.jpeg,NORMAL,PNEUMONIA,0.999976634979248,false_positive
135,data/chest_xray/test/NORMAL/NORMAL2-IM-0237-0001.jpeg,NORMAL,PNEUMONIA,0.9986072182655334,false_positive
136,data/chest_xray/test/NORMAL/NORMAL2-IM-0238-0001.jpeg,NORMAL,PNEUMONIA,0.9999996423721313,false_positive
137,data/chest_xray/test/NORMAL/NORMAL2-IM-0241-0001.jpeg,NORMAL,PNEUMONIA,0.9918787479400635,false_positive
138,data/chest_xray/test/NORMAL/NORMAL2-IM-0246-0001-0001.jpeg,NORMAL,PNEUMONIA,0.9992586970329285,false_positive
139,data/chest_xray/test/NORMAL/NORMAL2-IM-0246-0001-0002.jpeg,NORMAL,PNEUMONIA,0.9992570281028748,false_positive
140,data/chest_xray/test/NORMAL/NORMAL2-IM-0246-0001.jpeg,NORMAL,PNEUMONIA,0.9999841451644897,false_positive
141,data/chest_xray/test/NORMAL/NORMAL2-IM-0249-0001.jpeg,NORMAL,PNEUMONIA,0.9789593815803528,false_positive
142,data/chest_xray/test/NORMAL/NORMAL2-IM-0251-0001.jpeg,NORMAL,PNEUMONIA,0.99989914894104,false_positive
143,data/chest_xray/test/NORMAL/NORMAL2-IM-0252-0001.jpeg,NORMAL,PNEUMONIA,0.9999761581420898,false_positive
144,data/chest_xray/test/NORMAL/NORMAL2-IM-0256-0001.jpeg,NORMAL,PNEUMONIA,0.9999998807907104,false_positive
145,data/chest_xray/test/NORMAL/NORMAL2-IM-0259-0001.jpeg,NORMAL,PNEUMONIA,0.9997467398643494,false_positive
146,data/chest_xray/test/NORMAL/NORMAL2-IM-0267-0001.jpeg,NORMAL,PNEUMONIA,0.9999419450759888,false_positive
147,data/chest_xray/test/NORMAL/NORMAL2-IM-0271-0001.jpeg,NORMAL,PNEUMONIA,0.9984839558601379,false_positive
148,data/chest_xray/test/NORMAL/NORMAL2-IM-0272-0001.jpeg,NORMAL,PNEUMONIA,0.521288275718689,false_positive
149,data/chest_xray/test/NORMAL/NORMAL2-IM-0273-0001.jpeg,NORMAL,PNEUMONIA,0.5131934881210327,false_positive
151,data/chest_xray/test/NORMAL/NORMAL2-IM-0275-0001.jpeg,NORMAL,PNEUMONIA,0.7015699744224548,false_positive
152,data/chest_xray/test/NORMAL/NORMAL2-IM-0276-0001.jpeg,NORMAL,PNEUMONIA,0.5421404838562012,false_positive
153,data/chest_xray/test/NORMAL/NORMAL2-IM-0277-0001.jpeg,NORMAL,PNEUMONIA,0.9984253644943237,false_positive
154,data/chest_xray/test/NORMAL/NORMAL2-IM-0278-0001.jpeg,NORMAL,PNEUMONIA,0.9508125185966492,false_positive
156,data/chest_xray/test/NORMAL/NORMAL2-IM-0280-0001.jpeg,NORMAL,PNEUMONIA,0.8924751877784729,false_positive
157,data/chest_xray/test/NORMAL/NORMAL2-IM-0281-0001.jpeg,NORMAL,PNEUMONIA,0.9984622001647949,false_positive
158,data/chest_xray/test/NORMAL/NORMAL2-IM-0282-0001.jpeg,NORMAL,PNEUMONIA,0.9966360330581665,false_positive
159,data/chest_xray/test/NORMAL/NORMAL2-IM-0283-0001.jpeg,NORMAL,PNEUMONIA,0.9989435076713562,false_positive
160,data/chest_xray/test/NORMAL/NORMAL2-IM-0285-0001.jpeg,NORMAL,PNEUMONIA,0.9998229146003723,false_positive
161,data/chest_xray/test/NORMAL/NORMAL2-IM-0286-0001.jpeg,NORMAL,PNEUMONIA,0.8971098065376282,false_positive
163,data/chest_xray/test/NORMAL/NORMAL2-IM-0288-0001.jpeg,NORMAL,PNEUMONIA,0.501059889793396,false_positive
164,data/chest_xray/test/NORMAL/NORMAL2-IM-0289-0001.jpeg,NORMAL,PNEUMONIA,0.9798411130905151,false_positive
165,data/chest_xray/test/NORMAL/NORMAL2-IM-0290-0001.jpeg,NORMAL,PNEUMONIA,0.9573050141334534,false_positive
166,data/chest_xray/test/NORMAL/NORMAL2-IM-0292-0001.jpeg,NORMAL,PNEUMONIA,0.9933547973632812,false_positive
167,data/chest_xray/test/NORMAL/NORMAL2-IM-0294-0001.jpeg,NORMAL,PNEUMONIA,0.99932861328125,false_positive
168,data/chest_xray/test/NORMAL/NORMAL2-IM-0297-0001.jpeg,NORMAL,PNEUMONIA,0.9973813891410828,false_positive
169,data/chest_xray/test/NORMAL/NORMAL2-IM-0300-0001.jpeg,NORMAL,PNEUMONIA,0.9562908411026001,false_positive
171,data/chest_xray/test/NORMAL/NORMAL2-IM-0302-0001.jpeg,NORMAL,PNEUMONIA,0.999042809009552,false_positive
172,data/chest_xray/test/NORMAL/NORMAL2-IM-0303-0001.jpeg,NORMAL,PNEUMONIA,0.9846774339675903,false_positive
173,data/chest_xray/test/NORMAL/NORMAL2-IM-0304-0001.jpeg,NORMAL,PNEUMONIA,0.9937584400177002,false_positive
174,data/chest_xray/test/NORMAL/NORMAL2-IM-0305-0001.jpeg,NORMAL,PNEUMONIA,0.9997743964195251,false_positive
178,data/chest_xray/test/NORMAL/NORMAL2-IM-0311-0001.jpeg,NORMAL,PNEUMONIA,0.9998314380645752,false_positive
180,data/chest_xray/test/NORMAL/NORMAL2-IM-0313-0001.jpeg,NORMAL,PNEUMONIA,0.998711109161377,false_positive
181,data/chest_xray/test/NORMAL/NORMAL2-IM-0315-0001.jpeg,NORMAL,PNEUMONIA,0.9999136924743652,false_positive
182,data/chest_xray/test/NORMAL/NORMAL2-IM-0316-0001.jpeg,NORMAL,PNEUMONIA,0.9974340796470642,false_positive
183,data/chest_xray/test/NORMAL/NORMAL2-IM-0317-0001.jpeg,NORMAL,PNEUMONIA,0.9999051094055176,false_positive
184,data/chest_xray/test/NORMAL/NORMAL2-IM-0319-0001.jpeg,NORMAL,PNEUMONIA,0.9266497492790222,false_positive
186,data/chest_xray/test/NORMAL/NORMAL2-IM-0322-0001.jpeg,NORMAL,PNEUMONIA,0.998258650302887,false_positive
188,data/chest_xray/test/NORMAL/NORMAL2-IM-0325-0001.jpeg,NORMAL,PNEUMONIA,0.6303420066833496,false_positive
189,data/chest_xray/test/NORMAL/NORMAL2-IM-0326-0001.jpeg,NORMAL,PNEUMONIA,0.8760117292404175,false_positive
190,data/chest_xray/test/NORMAL/NORMAL2-IM-0327-0001.jpeg,NORMAL,PNEUMONIA,0.9787440896034241,false_positive
191,data/chest_xray/test/NORMAL/NORMAL2-IM-0328-0001.jpeg,NORMAL,PNEUMONIA,0.940464973449707,false_positive
193,data/chest_xray/test/NORMAL/NORMAL2-IM-0330-0001.jpeg,NORMAL,PNEUMONIA,0.9995978474617004,false_positive
194,data/chest_xray/test/NORMAL/NORMAL2-IM-0331-0001.jpeg,NORMAL,PNEUMONIA,0.8765148520469666,false_positive
195,data/chest_xray/test/NORMAL/NORMAL2-IM-0332-0001.jpeg,NORMAL,PNEUMONIA,0.995316743850708,false_positive
196,data/chest_xray/test/NORMAL/NORMAL2-IM-0333-0001.jpeg,NORMAL,PNEUMONIA,0.9983123540878296,false_positive
197,data/chest_xray/test/NORMAL/NORMAL2-IM-0335-0001.jpeg,NORMAL,PNEUMONIA,0.9973202347755432,false_positive
198,data/chest_xray/test/NORMAL/NORMAL2-IM-0336-0001.jpeg,NORMAL,PNEUMONIA,0.9999856948852539,false_positive
200,data/chest_xray/test/NORMAL/NORMAL2-IM-0338-0001.jpeg,NORMAL,PNEUMONIA,0.9999291896820068,false_positive
203,data/chest_xray/test/NORMAL/NORMAL2-IM-0341-0001.jpeg,NORMAL,PNEUMONIA,0.7091569304466248,false_positive
204,data/chest_xray/test/NORMAL/NORMAL2-IM-0343-0001.jpeg,NORMAL,PNEUMONIA,0.7250484228134155,false_positive
205,data/chest_xray/test/NORMAL/NORMAL2-IM-0345-0001.jpeg,NORMAL,PNEUMONIA,0.9761137962341309,false_positive
207,data/chest_xray/test/NORMAL/NORMAL2-IM-0347-0001.jpeg,NORMAL,PNEUMONIA,0.991184651851654,false_positive
209,data/chest_xray/test/NORMAL/NORMAL2-IM-0349-0001.jpeg,NORMAL,PNEUMONIA,0.9320035576820374,false_positive
210,data/chest_xray/test/NORMAL/NORMAL2-IM-0350-0001.jpeg,NORMAL,PNEUMONIA,0.9207731485366821,false_positive
213,data/chest_xray/test/NORMAL/NORMAL2-IM-0353-0001.jpeg,NORMAL,PNEUMONIA,0.9980785846710205,false_positive
215,data/chest_xray/test/NORMAL/NORMAL2-IM-0357-0001.jpeg,NORMAL,PNEUMONIA,0.9961508512496948,false_positive
216,data/chest_xray/test/NORMAL/NORMAL2-IM-0359-0001.jpeg,NORMAL,PNEUMONIA,0.7996401190757751,false_positive
217,data/chest_xray/test/NORMAL/NORMAL2-IM-0360-0001.jpeg,NORMAL,PNEUMONIA,0.9998311996459961,false_positive
218,data/chest_xray/test/NORMAL/NORMAL2-IM-0361-0001.jpeg,NORMAL,PNEUMONIA,0.9988114833831787,false_positive
219,data/chest_xray/test/NORMAL/NORMAL2-IM-0362-0001.jpeg,NORMAL,PNEUMONIA,0.999757707118988,false_positive
220,data/chest_xray/test/NORMAL/NORMAL2-IM-0364-0001.jpeg,NORMAL,PNEUMONIA,0.9821252822875977,false_positive
221,data/chest_xray/test/NORMAL/NORMAL2-IM-0366-0001.jpeg,NORMAL,PNEUMONIA,0.9997532963752747,false_positive
222,data/chest_xray/test/NORMAL/NORMAL2-IM-0368-0001.jpeg,NORMAL,PNEUMONIA,0.9999936819076538,false_positive
223,data/chest_xray/test/NORMAL/NORMAL2-IM-0369-0001.jpeg,NORMAL,PNEUMONIA,0.9874874353408813,false_positive
226,data/chest_xray/test/NORMAL/NORMAL2-IM-0373-0001.jpeg,NORMAL,PNEUMONIA,0.9966585636138916,false_positive
227,data/chest_xray/test/NORMAL/NORMAL2-IM-0374-0001-0001.jpeg,NORMAL,PNEUMONIA,0.9842654466629028,false_positive
228,data/chest_xray/test/NORMAL/NORMAL2-IM-0374-0001-0002.jpeg,NORMAL,PNEUMONIA,0.9998624324798584,false_positive
230,data/chest_xray/test/NORMAL/NORMAL2-IM-0376-0001.jpeg,NORMAL,PNEUMONIA,0.9874990582466125,false_positive
231,data/chest_xray/test/NORMAL/NORMAL2-IM-0378-0001.jpeg,NORMAL,PNEUMONIA,0.9834436178207397,false_positive
232,data/chest_xray/test/NORMAL/NORMAL2-IM-0380-0001.jpeg,NORMAL,PNEUMONIA,0.9782485961914062,false_positive
233,data/chest_xray/test/NORMAL/NORMAL2-IM-0381-0001.jpeg,NORMAL,PNEUMONIA,0.9998189806938171,false_positive
390,data/chest_xray/test/PNEUMONIA/person153_bacteria_726.jpeg,PNEUMONIA,NORMAL,0.5294004082679749,false_negative
391,data/chest_xray/test/PNEUMONIA/person154_bacteria_728.jpeg,PNEUMONIA,NORMAL,0.8037543892860413,false_negative
